city,state,state_id,lat,lng
"Bradford","Illinois","IL",41.1772,-89.6583
"Bradley","Illinois","IL",41.1641,-87.8452
"Braidwood","Illinois","IL",41.2695,-88.2235
"Breese","Illinois","IL",38.6138,-89.5230
"Bridgeport","Illinois","IL",38.7096,-87.7590
"Bridgeview","Illinois","IL",41.7403,-87.8067
"Brighton","Illinois","IL",39.0406,-90.1408
"Brimfield","Illinois","IL",40.8379,-89.8827
"Broadlands","Illinois","IL",39.9087,-87.9971
"Broadview","Illinois","IL",41.8583,-87.8562
"Broadwell","Illinois","IL",40.0668,-89.4429
"Brocton","Illinois","IL",39.7154,-87.9336
"Brookfield","Illinois","IL",41.8245,-87.8470
"Brooklyn","Illinois","IL",38.6542,-90.1679
"Brookport","Illinois","IL",37.1261,-88.6276
"Broughton","Illinois","IL",37.9345,-88.4624
"Browning","Illinois","IL",40.1270,-90.3730
"Browns","Illinois","IL",38.3775,-87.9831
"Brownstown","Illinois","IL",38.9942,-88.9554
"Brussels","Illinois","IL",38.9483,-90.5887
"Bryant","Illinois","IL",40.4655,-90.0948
"Buckingham","Illinois","IL",41.0467,-88.1749
"Buckley","Illinois","IL",40.5973,-88.0378
"Buckner","Illinois","IL",37.9807,-89.0152
"Buda","Illinois","IL",41.3290,-89.6793
"Buffalo","Illinois","IL",39.8499,-89.4091
"Buffalo Grove","Illinois","IL",42.1675,-87.9615
"Bull Valley","Illinois","IL",42.3227,-88.3633
"Bulpitt","Illinois","IL",39.5919,-89.4258
"Buncombe","Illinois","IL",37.4713,-88.9747
"Bunker Hill","Illinois","IL",39.0416,-89.9511
"Burbank","Illinois","IL",41.7444,-87.7686
"Burlington","Illinois","IL",42.0416,-88.5508
"Burnham","Illinois","IL",41.6375,-87.5447
"Burnt Prairie","Illinois","IL",38.2509,-88.2585
"Burr Ridge","Illinois","IL",41.7485,-87.9200
"Bush","Illinois","IL",37.8427,-89.1295
"Bushnell","Illinois","IL",40.5518,-90.5046
"Butler","Illinois","IL",39.1975,-89.5322
"Byron","Illinois","IL",42.1223,-89.2665
"Cabery","Illinois","IL",40.9958,-88.2037
"Cahokia Heights","Illinois","IL",38.5710,-90.1525
"Cairo","Illinois","IL",37.0062,-89.1819
"Caledonia","Illinois","IL",42.3686,-88.8939
"Calhoun","Illinois","IL",38.6512,-88.0440
"Calumet City","Illinois","IL",41.6134,-87.5505
"Calumet Park","Illinois","IL",41.6650,-87.6577
"Camargo","Illinois","IL",39.7991,-88.1671
"Cambria","Illinois","IL",37.7793,-89.1189
"Cambridge","Illinois","IL",41.2984,-90.1907
"Camden","Illinois","IL",40.1529,-90.7733
"Camp Point","Illinois","IL",40.0383,-91.0664
"Campbell Hill","Illinois","IL",37.9305,-89.5515
"Campton Hills","Illinois","IL",41.9498,-88.4166
"Campus","Illinois","IL",41.0247,-88.3072
"Canton","Illinois","IL",40.5632,-90.0409
"Cantrall","Illinois","IL",39.9353,-89.6788
"Capron","Illinois","IL",42.3986,-88.7394
"Carbon Cliff","Illinois","IL",41.4981,-90.3917
"Carbon Hill","Illinois","IL",41.2970,-88.2999
"Carbondale","Illinois","IL",37.7221,-89.2237
"Carlinville","Illinois","IL",39.2775,-89.8762
"Carlock","Illinois","IL",40.5835,-89.1288
"Carlyle","Illinois","IL",38.6217,-89.3734
"Carmi","Illinois","IL",38.0861,-88.1722
"Carol Stream","Illinois","IL",41.9181,-88.1307
"Carpentersville","Illinois","IL",42.1227,-88.2896
"Carrier Mills","Illinois","IL",37.6886,-88.6294
"Carrollton","Illinois","IL",39.2948,-90.4062
"Carterville","Illinois","IL",37.7630,-89.0841
"Carthage","Illinois","IL",40.4142,-91.1276
"Cary","Illinois","IL",42.2129,-88.2494
"Casey","Illinois","IL",39.3031,-87.9897
"Caseyville","Illinois","IL",38.6302,-90.0339
"Catlin","Illinois","IL",40.0677,-87.7080
"Cave-In-Rock","Illinois","IL",37.4708,-88.1659
"Cedar Point","Illinois","IL",41.2651,-89.1260
"Cedarville","Illinois","IL",42.3757,-89.6362
"Central City","Illinois","IL",38.5484,-89.1284
"Centralia","Illinois","IL",38.5224,-89.1232
"Cerro Gordo","Illinois","IL",39.8892,-88.7346
"Chadwick","Illinois","IL",42.0142,-89.8885
"Champaign","Illinois","IL",40.1142,-88.2737
"Chandlerville","Illinois","IL",40.0470,-90.1512
"Channahon","Illinois","IL",41.4210,-88.2599
"Chapin","Illinois","IL",39.7669,-90.4027
"Charleston","Illinois","IL",39.4842,-88.1781
"Chatham","Illinois","IL",39.6733,-89.6934
"Chatsworth","Illinois","IL",40.7293,-88.2974
"Chebanse","Illinois","IL",41.0057,-87.9098
"Chenoa","Illinois","IL",40.7389,-88.7259
"Cherry","Illinois","IL",41.4280,-89.2132
"Cherry Valley","Illinois","IL",42.2223,-88.9715
"Chester","Illinois","IL",37.9200,-89.8260
"Chesterfield","Illinois","IL",39.2566,-90.0668
"Chicago","Illinois","IL",41.8375,-87.6866
"Chicago Heights","Illinois","IL",41.5100,-87.6345
"Chicago Ridge","Illinois","IL",41.7034,-87.7795
"Chillicothe","Illinois","IL",40.9158,-89.5020
"Chrisman","Illinois","IL",39.8044,-87.6749
"Christopher","Illinois","IL",37.9707,-89.0531
"Cicero","Illinois","IL",41.8445,-87.7593
"Cisco","Illinois","IL",40.0117,-88.7254
"Cisne","Illinois","IL",38.5141,-88.4371
"Cissna Park","Illinois","IL",40.5670,-87.8922
"Claremont","Illinois","IL",38.7176,-87.9728
"Clarendon Hills","Illinois","IL",41.7981,-87.9568
"Clay City","Illinois","IL",38.6858,-88.3486
"Clayton","Illinois","IL",40.0301,-90.9580
"Clear Lake","Illinois","IL",39.8139,-89.5682
"Cleveland","Illinois","IL",41.5032,-90.3171
"Clifton","Illinois","IL",40.9348,-87.9343
"Clinton","Illinois","IL",40.1468,-88.9633
"Coal City","Illinois","IL",41.2772,-88.2803
"Coal Valley","Illinois","IL",41.4416,-90.4462
"Coalton","Illinois","IL",39.2848,-89.3030
"Coatsburg","Illinois","IL",40.0327,-91.1604
"Cobden","Illinois","IL",37.5335,-89.2545
"Coffeen","Illinois","IL",39.0883,-89.3898
"Colchester","Illinois","IL",40.4256,-90.7922
"Coleta","Illinois","IL",41.9021,-89.7998
"Colfax","Illinois","IL",40.5666,-88.6160
"Collinsville","Illinois","IL",38.6770,-90.0063
"Colona","Illinois","IL",41.4678,-90.3446
"Colp","Illinois","IL",37.8074,-89.0786
"Columbia","Illinois","IL",38.4581,-90.2156
"Columbus","Illinois","IL",39.9883,-91.1456
"Compton","Illinois","IL",41.6942,-89.0858
"Concord","Illinois","IL",39.8157,-90.3705
"Congerville","Illinois","IL",40.6168,-89.2051
"Cooksville","Illinois","IL",40.5428,-88.7146
"Cordova","Illinois","IL",41.6775,-90.3218
"Cornell","Illinois","IL",40.9920,-88.7299
"Cortland","Illinois","IL",41.9255,-88.6794
"Coulterville","Illinois","IL",38.1850,-89.6045
"Country Club Hills","Illinois","IL",41.5636,-87.7251
"Countryside","Illinois","IL",41.7741,-87.8752
"Cowden","Illinois","IL",39.2493,-88.8593
"Crainville","Illinois","IL",37.7511,-89.0600
"Creal Springs","Illinois","IL",37.6198,-88.8371
"Crescent City","Illinois","IL",40.7716,-87.8564
"Crest Hill","Illinois","IL",41.5723,-88.1124
"Creston","Illinois","IL",41.9335,-88.9742
"Crestwood","Illinois","IL",41.6454,-87.7397
"Crete","Illinois","IL",41.4401,-87.6235
"Creve Coeur","Illinois","IL",40.6426,-89.5981
"Crossville","Illinois","IL",38.1626,-88.0643
"Crystal Lake","Illinois","IL",42.2333,-88.3351
"Cuba","Illinois","IL",40.4936,-90.1933
"Cullom","Illinois","IL",40.8784,-88.2699
"Curran","Illinois","IL",39.7420,-89.7785
"Cutler","Illinois","IL",38.0325,-89.5676
"Cypress","Illinois","IL",37.3655,-89.0187
"Dahlgren","Illinois","IL",38.1980,-88.6847
"Dakota","Illinois","IL",42.3880,-89.5265
"Dallas City","Illinois","IL",40.6353,-91.1645
"Dalton City","Illinois","IL",39.7169,-88.8070
"Dalzell","Illinois","IL",41.3559,-89.1763
"Damiansville","Illinois","IL",38.5088,-89.6151
"Dana","Illinois","IL",40.9565,-88.9500
"Danforth","Illinois","IL",40.8220,-87.9778
"Danvers","Illinois","IL",40.5300,-89.1751
"Danville","Illinois","IL",40.1426,-87.6111
"Darien","Illinois","IL",41.7448,-87.9822
"Davis","Illinois","IL",42.4215,-89.4156
"Davis Junction","Illinois","IL",42.1146,-89.0903
"Dawson","Illinois","IL",39.8530,-89.4619
"De Land","Illinois","IL",40.1218,-88.6435
"De Pue","Illinois","IL",41.3280,-89.2959
"De Soto","Illinois","IL",37.8163,-89.2269
"De Witt","Illinois","IL",40.1847,-88.7853
"Decatur","Illinois","IL",39.8557,-88.9342
"Deer Creek","Illinois","IL",40.6293,-89.3313
"Deer Grove","Illinois","IL",41.6096,-89.6866
"Deer Park","Illinois","IL",42.1655,-88.0864
"Deerfield","Illinois","IL",42.1654,-87.8516
"DeKalb","Illinois","IL",41.9314,-88.7481
"Delavan","Illinois","IL",40.3710,-89.5461
"Des Plaines","Illinois","IL",42.0345,-87.9008
"Detroit","Illinois","IL",39.6202,-90.6759
"Diamond","Illinois","IL",41.2852,-88.2507
"Dieterich","Illinois","IL",39.0604,-88.3815
"Divernon","Illinois","IL",39.5707,-89.6547
"Dix","Illinois","IL",38.4430,-88.9423
"Dixmoor","Illinois","IL",41.6330,-87.6673
"Dixon","Illinois","IL",41.8439,-89.4794
"Dolton","Illinois","IL",41.6284,-87.5979
"Dongola","Illinois","IL",37.3599,-89.1654
"Donnellson","Illinois","IL",39.0306,-89.4757
"Donovan","Illinois","IL",40.8849,-87.6139
"Dorchester","Illinois","IL",39.0859,-89.8877
"Dover","Illinois","IL",41.4340,-89.3961
"Dowell","Illinois","IL",37.9396,-89.2391
"Downers Grove","Illinois","IL",41.7949,-88.0172
"Downs","Illinois","IL",40.3988,-88.8894
"Du Bois","Illinois","IL",38.2214,-89.2127
"Du Quoin","Illinois","IL",38.0019,-89.2323
"Dunfermline","Illinois","IL",40.4917,-90.0323
"Dunlap","Illinois","IL",40.8480,-89.6719
"Dupo","Illinois","IL",38.5146,-90.2168
"Durand","Illinois","IL",42.4338,-89.3268
"Dwight","Illinois","IL",41.0983,-88.4249
"Eagarville","Illinois","IL",39.1121,-89.7832
"Earlville","Illinois","IL",41.5880,-88.9229
"East Alton","Illinois","IL",38.8840,-90.1074
"East Brooklyn","Illinois","IL",41.1727,-88.2662
"East Cape Girardeau","Illinois","IL",37.2957,-89.4869
"East Carondelet","Illinois","IL",38.5385,-90.2400
"East Dubuque","Illinois","IL",42.4888,-90.6278
"East Dundee","Illinois","IL",42.0972,-88.2545
"East Galesburg","Illinois","IL",40.9429,-90.3109
"East Gillespie","Illinois","IL",39.1378,-89.8127
"East Hazel Crest","Illinois","IL",41.5758,-87.6503
"East Moline","Illinois","IL",41.5199,-90.3879
"East Peoria","Illinois","IL",40.6736,-89.5419
"East St. Louis","Illinois","IL",38.6155,-90.1304
"Easton","Illinois","IL",40.2321,-89.8415
"Eddyville","Illinois","IL",37.5005,-88.5847
"Edgewood","Illinois","IL",38.9222,-88.6640
"Edinburg","Illinois","IL",39.6580,-89.3905
"Edwardsville","Illinois","IL",38.7922,-89.9874
"Effingham","Illinois","IL",39.1205,-88.5509
"El Dara","Illinois","IL",39.6227,-90.9917
"El Paso","Illinois","IL",40.7405,-89.0183
"Elburn","Illinois","IL",41.8852,-88.4606
"Eldorado","Illinois","IL",37.8114,-88.4415
"Eldred","Illinois","IL",39.2862,-90.5538
"Elgin","Illinois","IL",42.0383,-88.3240
"Elizabeth","Illinois","IL",42.3164,-90.2216
"Elizabethtown","Illinois","IL",37.4499,-88.3052
"Elk Grove Village","Illinois","IL",42.0064,-87.9921
"Elkhart","Illinois","IL",40.0136,-89.4727
"Elkville","Illinois","IL",37.9100,-89.2367
"Elliott","Illinois","IL",40.4662,-88.2769
"Ellis Grove","Illinois","IL",38.0094,-89.9099
"Ellisville","Illinois","IL",40.6273,-90.3060
"Ellsworth","Illinois","IL",40.4496,-88.7162
"Elmhurst","Illinois","IL",41.8973,-87.9432
"Elmwood","Illinois","IL",40.7804,-89.9662
"Elmwood Park","Illinois","IL",41.9225,-87.8163
"Elsah","Illinois","IL",38.9541,-90.3553
"Elvaston","Illinois","IL",40.3954,-91.2496
"Elwood","Illinois","IL",41.4118,-88.1345
"Emden","Illinois","IL",40.2982,-89.4851
"Emington","Illinois","IL",40.9693,-88.3578
"Energy","Illinois","IL",37.7740,-89.0244
"Enfield","Illinois","IL",38.1008,-88.3382
"Equality","Illinois","IL",37.7371,-88.3422
"Erie","Illinois","IL",41.6589,-90.0813
"Essex","Illinois","IL",41.1819,-88.1926
"Eureka","Illinois","IL",40.7148,-89.2775
"Evanston","Illinois","IL",42.0464,-87.6943
"Evansville","Illinois","IL",38.0889,-89.9322
"Evergreen Park","Illinois","IL",41.7213,-87.7013
"Ewing","Illinois","IL",38.0889,-88.8528
"Exeter","Illinois","IL",39.7191,-90.4961
"Fairbury","Illinois","IL",40.7460,-88.5158
"Fairfield","Illinois","IL",38.3798,-88.3723
"Fairmont City","Illinois","IL",38.6504,-90.1024
"Fairmount","Illinois","IL",40.0456,-87.8293
"Fairview","Illinois","IL",40.6485,-90.1841
"Fairview Heights","Illinois","IL",38.5974,-90.0053
"Farina","Illinois","IL",38.8302,-88.7796
"Farmer City","Illinois","IL",40.2480,-88.6423
"Farmersville","Illinois","IL",39.4412,-89.6521
"Farmington","Illinois","IL",40.6970,-90.0024
"Fayetteville","Illinois","IL",38.3778,-89.7966
"Ferris","Illinois","IL",40.4695,-91.1683
"Fidelity","Illinois","IL",39.1546,-90.1644
"Fieldon","Illinois","IL",39.1087,-90.4996
"Fillmore","Illinois","IL",39.1154,-89.2785
"Findlay","Illinois","IL",39.5223,-88.7546
"Fisher","Illinois","IL",40.3157,-88.3503
"Fithian","Illinois","IL",40.1143,-87.8750
"Flanagan","Illinois","IL",40.8771,-88.8596
"Flat Rock","Illinois","IL",38.9037,-87.6734
"Flora","Illinois","IL",38.6688,-88.4758
"Florence","Illinois","IL",39.6288,-90.6108
"Flossmoor","Illinois","IL",41.5391,-87.6858
"Foosland","Illinois","IL",40.3611,-88.4291
"Ford Heights","Illinois","IL",41.5109,-87.5814
"Forest City","Illinois","IL",40.3723,-89.8325
"Forest Park","Illinois","IL",41.8683,-87.8157
"Forest View","Illinois","IL",41.8072,-87.7798
"Forrest","Illinois","IL",40.7511,-88.4096
"Forreston","Illinois","IL",42.1273,-89.5784
"Forsyth","Illinois","IL",39.9259,-88.9641
"Fox Lake","Illinois","IL",42.4239,-88.1844
"Fox River Grove","Illinois","IL",42.1955,-88.2147
"Frankfort","Illinois","IL",41.4892,-87.8363
"Franklin","Illinois","IL",39.6205,-90.0477
"Franklin Grove","Illinois","IL",41.8408,-89.3005
"Franklin Park","Illinois","IL",41.9361,-87.8794
"Freeburg","Illinois","IL",38.4397,-89.9169
"Freeman Spur","Illinois","IL",37.8613,-88.9993
"Freeport","Illinois","IL",42.2891,-89.6346
"Fulton","Illinois","IL",41.8650,-90.1593
"Fults","Illinois","IL",38.1644,-90.2128
"Galatia","Illinois","IL",37.8414,-88.6148
"Galena","Illinois","IL",42.4218,-90.4293
"Galesburg","Illinois","IL",40.9506,-90.3763
"Galva","Illinois","IL",41.1689,-90.0375
"Gardner","Illinois","IL",41.1931,-88.3146
"Garrett","Illinois","IL",39.7973,-88.4247
"Gays","Illinois","IL",39.4583,-88.4963
"Geneseo","Illinois","IL",41.4509,-90.1540
"Geneva","Illinois","IL",41.8833,-88.3242
"Genoa","Illinois","IL",42.0926,-88.6964
"Georgetown","Illinois","IL",39.9774,-87.6354
"German Valley","Illinois","IL",42.2143,-89.4844
"Germantown","Illinois","IL",38.5552,-89.5412
"Germantown Hills","Illinois","IL",40.7711,-89.4669
"Gibson City","Illinois","IL",40.4665,-88.3788
"Gifford","Illinois","IL",40.3079,-88.0214
"Gilberts","Illinois","IL",42.1097,-88.3715
"Gillespie","Illinois","IL",39.1258,-89.8174
"Gilman","Illinois","IL",40.7626,-87.9975
"Girard","Illinois","IL",39.4466,-89.7821
"Gladstone","Illinois","IL",40.8643,-90.9566
"Glasford","Illinois","IL",40.5728,-89.8130
"Glasgow","Illinois","IL",39.5487,-90.4800
"Glen Carbon","Illinois","IL",38.7580,-89.9822
"Glen Ellyn","Illinois","IL",41.8666,-88.0629
"Glencoe","Illinois","IL",42.1347,-87.7641
"Glendale Heights","Illinois","IL",41.9196,-88.0785
"Glenview","Illinois","IL",42.0825,-87.8214
"Glenwood","Illinois","IL",41.5410,-87.6118
"Godfrey","Illinois","IL",38.9577,-90.2156
"Godley","Illinois","IL",41.2385,-88.2452
"Golconda","Illinois","IL",37.3619,-88.4870
"Golden","Illinois","IL",40.1104,-91.0193
"Golden Gate","Illinois","IL",38.3589,-88.2046
"Golf","Illinois","IL",42.0586,-87.7850
"Good Hope","Illinois","IL",40.5574,-90.6752
"Goodfield","Illinois","IL",40.6266,-89.2688
"Goreville","Illinois","IL",37.5611,-88.9557
"Gorham","Illinois","IL",37.7151,-89.4831
"Grafton","Illinois","IL",38.9764,-90.4258
"Grand Ridge","Illinois","IL",41.2361,-88.8310
"Grand Tower","Illinois","IL",37.6343,-89.5013
"Grandview","Illinois","IL",39.8175,-89.6180
"Granite City","Illinois","IL",38.7296,-90.1268
"Grant Park","Illinois","IL",41.2429,-87.6353
"Grantfork","Illinois","IL",38.8289,-89.6665
"Granville","Illinois","IL",41.2658,-89.2307
"Grayslake","Illinois","IL",42.3405,-88.0338
"Grayville","Illinois","IL",38.2554,-87.9970
"Green Oaks","Illinois","IL",42.2954,-87.9115
"Green Valley","Illinois","IL",40.4072,-89.6443
"Greenfield","Illinois","IL",39.3444,-90.2080
"Greenup","Illinois","IL",39.2484,-88.1598
"Greenview","Illinois","IL",40.0849,-89.7406
"Greenville","Illinois","IL",38.8867,-89.3894
"Greenwood","Illinois","IL",42.3954,-88.3836
"Gridley","Illinois","IL",40.7437,-88.8809
"Griggsville","Illinois","IL",39.7078,-90.7276
"Gurnee","Illinois","IL",42.3708,-87.9392
"Hainesville","Illinois","IL",42.3415,-88.0686
"Hamburg","Illinois","IL",39.2328,-90.7152
"Hamel","Illinois","IL",38.8894,-89.8425
"Hamilton","Illinois","IL",40.3900,-91.3623
"Hammond","Illinois","IL",39.7994,-88.5921
"Hampshire","Illinois","IL",42.1124,-88.5118
"Hampton","Illinois","IL",41.5555,-90.4047
"Hanaford","Illinois","IL",37.9580,-88.8356
"Hanna City","Illinois","IL",40.6936,-89.8059
"Hanover","Illinois","IL",42.2553,-90.2737
"Hanover Park","Illinois","IL",41.9818,-88.1446
"Hardin","Illinois","IL",39.1591,-90.6248
"Harmon","Illinois","IL",41.7194,-89.5560
"Harrisburg","Illinois","IL",37.7374,-88.5457
"Harristown","Illinois","IL",39.8429,-89.0608
"Hartford","Illinois","IL",38.8183,-90.0915
"Hartsburg","Illinois","IL",40.2505,-89.4411
"Harvard","Illinois","IL",42.4296,-88.6211
"Harvel","Illinois","IL",39.3577,-89.5322
"Harvey","Illinois","IL",41.6076,-87.6520
"Harwood Heights","Illinois","IL",41.9663,-87.8057
"Havana","Illinois","IL",40.2950,-90.0566
"Hawthorn Woods","Illinois","IL",42.2313,-88.0624
"Hazel Crest","Illinois","IL",41.5732,-87.6899
"Hebron","Illinois","IL",42.4652,-88.4344
"Hecker","Illinois","IL",38.3054,-89.9934
"Henderson","Illinois","IL",41.0238,-90.3535
"Hennepin","Illinois","IL",41.2589,-89.3216
"Henning","Illinois","IL",40.3069,-87.7010
"Henry","Illinois","IL",41.1172,-89.3569
"Herrick","Illinois","IL",39.2196,-88.9848
"Herrin","Illinois","IL",37.7983,-89.0305
"Herscher","Illinois","IL",41.0493,-88.1006
"Hettick","Illinois","IL",39.3557,-90.0372
"Heyworth","Illinois","IL",40.3138,-88.9928
"Hickory Hills","Illinois","IL",41.7248,-87.8280
"Hidalgo","Illinois","IL",39.1559,-88.1491
"Highland","Illinois","IL",38.7602,-89.6812
"Highland Park","Illinois","IL",42.1823,-87.8104
"Highwood","Illinois","IL",42.2060,-87.8128
"Hillcrest","Illinois","IL",41.9669,-89.0626
"Hillsboro","Illinois","IL",39.1752,-89.4723
"Hillsdale","Illinois","IL",41.6108,-90.1752
"Hillside","Illinois","IL",41.8675,-87.9019
"Hillview","Illinois","IL",39.4496,-90.5386
"Hinckley","Illinois","IL",41.7714,-88.6397
"Hindsboro","Illinois","IL",39.6847,-88.1347
"Hinsdale","Illinois","IL",41.8007,-87.9273
"Hodgkins","Illinois","IL",41.7659,-87.8613
"Hoffman","Illinois","IL",38.5404,-89.2644
"Hoffman Estates","Illinois","IL",42.0640,-88.1468
"Holiday Hills","Illinois","IL",42.2978,-88.2292
"Hollowayville","Illinois","IL",41.3648,-89.2951
"Homer","Illinois","IL",40.0329,-87.9578
"Homer Glen","Illinois","IL",41.6043,-87.9497
"Hometown","Illinois","IL",41.7312,-87.7311
"Homewood","Illinois","IL",41.5591,-87.6610
"Hoopeston","Illinois","IL",40.4608,-87.6635
"Hooppole","Illinois","IL",41.5218,-89.9140
"Hopedale","Illinois","IL",40.4233,-89.4214
"Hopewell","Illinois","IL",40.9842,-89.4572
"Hopkins Park","Illinois","IL",41.0690,-87.6060
"Hoyleton","Illinois","IL",38.4457,-89.2721
"Hudson","Illinois","IL",40.6054,-88.9891
"Huey","Illinois","IL",38.6054,-89.2898
"Hull","Illinois","IL",39.7087,-91.2033
"Humboldt","Illinois","IL",39.6047,-88.3201
"Hume","Illinois","IL",39.7981,-87.8686
"Huntley","Illinois","IL",42.1599,-88.4330
"Hurst","Illinois","IL",37.8349,-89.1443
"Hutsonville","Illinois","IL",39.1085,-87.6606
"Illiopolis","Illinois","IL",39.8498,-89.2521
"Ina","Illinois","IL",38.1499,-88.9040
"Indian Creek","Illinois","IL",42.2272,-87.9783
"Indian Head Park","Illinois","IL",41.7690,-87.8977
"Indianola","Illinois","IL",39.9270,-87.7402
"Industry","Illinois","IL",40.3270,-90.6082
"Inverness","Illinois","IL",42.1153,-88.1019
"Iola","Illinois","IL",38.8341,-88.6279
"Ipava","Illinois","IL",40.3526,-90.3235
"Iroquois","Illinois","IL",40.8288,-87.5843
"Irving","Illinois","IL",39.2055,-89.4052
"Irvington","Illinois","IL",38.4386,-89.1602
"Irwin","Illinois","IL",41.0534,-87.9842
"Island Lake","Illinois","IL",42.2782,-88.1999
"Itasca","Illinois","IL",41.9772,-88.0183
"Iuka","Illinois","IL",38.6181,-88.7881
"Ivesdale","Illinois","IL",39.9458,-88.4558
"Jacksonville","Illinois","IL",39.7292,-90.2317
"Jeffersonville","Illinois","IL",38.4425,-88.4040
"Jeisyville","Illinois","IL",39.5792,-89.4080
"Jerome","Illinois","IL",39.7677,-89.6785
"Jerseyville","Illinois","IL",39.1176,-90.3270
"Jewett","Illinois","IL",39.2077,-88.2431
"Johnsburg","Illinois","IL",42.3830,-88.2476
"Johnsonville","Illinois","IL",38.5208,-88.5382
"Johnston City","Illinois","IL",37.8214,-88.9290
"Joliet","Illinois","IL",41.5188,-88.1499
"Jonesboro","Illinois","IL",37.4510,-89.2666
"Joppa","Illinois","IL",37.2070,-88.8447
"Joy","Illinois","IL",41.1969,-90.8788
"Junction","Illinois","IL",37.7234,-88.2381
"Junction City","Illinois","IL",38.5774,-89.1258
"Justice","Illinois","IL",41.7495,-87.8345
"Kampsville","Illinois","IL",39.2971,-90.6127
"Kane","Illinois","IL",39.1905,-90.3512
"Kaneville","Illinois","IL",41.8332,-88.5216
"Kangley","Illinois","IL",41.1480,-88.8722
"Kankakee","Illinois","IL",41.1020,-87.8643
"Kansas","Illinois","IL",39.5544,-87.9396
"Kappa","Illinois","IL",40.6755,-89.0060
"Karnak","Illinois","IL",37.2942,-88.9758
"Kaskaskia","Illinois","IL",37.9213,-89.9163
"Keenes","Illinois","IL",38.3386,-88.6419
"Keensburg","Illinois","IL",38.3518,-87.8683
"Keithsburg","Illinois","IL",41.1004,-90.9353
"Kell","Illinois","IL",38.4912,-88.9032
"Kempton","Illinois","IL",40.9354,-88.2363
"Kenilworth","Illinois","IL",42.0888,-87.7144
"Kenney","Illinois","IL",40.0981,-89.0862
"Kewanee","Illinois","IL",41.2399,-89.9264
"Keyesport","Illinois","IL",38.7460,-89.2737
"Kilbourne","Illinois","IL",40.1519,-90.0115
"Kildeer","Illinois","IL",42.1830,-88.0488
"Kincaid","Illinois","IL",39.5868,-89.4166
"Kinderhook","Illinois","IL",39.7037,-91.1526
"Kingston","Illinois","IL",42.1008,-88.7619
"Kingston Mines","Illinois","IL",40.5586,-89.7720
"Kinmundy","Illinois","IL",38.7729,-88.8527
"Kinsman","Illinois","IL",41.1902,-88.5700
"Kirkland","Illinois","IL",42.0905,-88.8490
"Kirkwood","Illinois","IL",40.8678,-90.7483
"Knoxville","Illinois","IL",40.9070,-90.2857
"La Fayette","Illinois","IL",41.1095,-89.9736
"La Grange","Illinois","IL",41.8072,-87.8741
"La Grange Park","Illinois","IL",41.8308,-87.8723
"La Harpe","Illinois","IL",40.5848,-90.9695
"La Moille","Illinois","IL",41.5299,-89.2833
"La Prairie","Illinois","IL",40.1473,-91.0024
"La Rose","Illinois","IL",40.9786,-89.2349
"Lacon","Illinois","IL",41.0228,-89.4062
"Ladd","Illinois","IL",41.3810,-89.2147
"Lake Barrington","Illinois","IL",42.2121,-88.1684
"Lake Bluff","Illinois","IL",42.2826,-87.8510
"Lake Forest","Illinois","IL",42.2380,-87.8596
"Lake in the Hills","Illinois","IL",42.1913,-88.3477
"Lake Ka-Ho","Illinois","IL",39.0998,-89.7463
"Lake Villa","Illinois","IL",42.4184,-88.0836
"Lake Zurich","Illinois","IL",42.1956,-88.0870
"Lakemoor","Illinois","IL",42.3396,-88.2039
"Lakewood","Illinois","IL",42.2279,-88.3931
"Lanark","Illinois","IL",42.1019,-89.8336
"Lansing","Illinois","IL",41.5648,-87.5462
"Latham","Illinois","IL",39.9669,-89.1623
"Lawrenceville","Illinois","IL",38.7264,-87.6873
"Le Roy","Illinois","IL",40.3395,-88.7628
"Leaf River","Illinois","IL",42.1233,-89.4040
"Lebanon","Illinois","IL",38.6005,-89.8114
"Lee","Illinois","IL",41.7955,-88.9417
"Leland","Illinois","IL",41.6160,-88.7982
"Leland Grove","Illinois","IL",39.7787,-89.6838
"Lemont","Illinois","IL",41.6695,-87.9838
"Lena","Illinois","IL",42.3786,-89.8218
"Lenzburg","Illinois","IL",38.2860,-89.8180
"Leonore","Illinois","IL",41.1890,-88.9825
"Lerna","Illinois","IL",39.4177,-88.2885
"Lewistown","Illinois","IL",40.3969,-90.1554
"Lexington","Illinois","IL",40.6470,-88.7841
"Liberty","Illinois","IL",39.8842,-91.1084
"Libertyville","Illinois","IL",42.2870,-87.9670
"Lily Lake","Illinois","IL",41.9516,-88.4743
"Lima","Illinois","IL",40.1767,-91.3783
"Limestone","Illinois","IL",41.1337,-87.9599
"Lincoln","Illinois","IL",40.1508,-89.3720
"Lincolnshire","Illinois","IL",42.1958,-87.9182
"Lincolnwood","Illinois","IL",42.0054,-87.7330
"Lindenhurst","Illinois","IL",42.4175,-88.0257
"Lisbon","Illinois","IL",41.4807,-88.4559
"Lisle","Illinois","IL",41.7918,-88.0888
"Litchfield","Illinois","IL",39.1954,-89.6300
"Little York","Illinois","IL",41.0109,-90.7472
"Littleton","Illinois","IL",40.2340,-90.6223
"Liverpool","Illinois","IL",40.3901,-90.0023
"Livingston","Illinois","IL",38.9684,-89.7641
"Loami","Illinois","IL",39.6748,-89.8473
